StationID,year,S,ENS,Sy,ENSy,lat,long,temperature,precipitation,mzb.biomass
langluetjen,1989,23,5.08740488,23,6.696369296,53.54713,8.52331,10.45643836,1.753150685,NA
langluetjen,1990,37,8.929329253,37,8.90463571,53.54713,8.52331,10.53835616,2.450410959,NA
langluetjen,1991,36,8.265881383,36,11.12955097,53.54713,8.52331,9.364109589,1.698630137,NA
langluetjen,1992,47,9.191426571,47,12.44895734,53.54713,8.52331,10.36612022,1.743442623,6.289675
langluetjen,1993,51,11.93910578,51,16.49886416,53.54713,8.52331,9.029589041,2.231506849,28.926
langluetjen,1994,51,13.0111258,51,13.16946659,53.54713,8.52331,10.22,2.139452055,7.430333333
langluetjen,1995,48,11.03553038,48,7.047066085,53.54713,8.52331,9.795890411,2.116438356,13.03525
langluetjen,1996,69,13.06859492,69,21.36045286,53.54713,8.52331,8.062568306,1.333060109,9.3402
langluetjen,1997,41,12.82258514,41,11.25505739,53.54713,8.52331,9.878356164,1.66739726,23.03865
langluetjen,1998,40,8.370544475,40,10.41305865,53.54713,8.52331,9.800273973,2.847945205,5.61975
langluetjen,2001,41,10.86725762,41,10.47313719,53.54713,8.52331,9.885479452,2.54109589,5.8769
langluetjen,2002,40,8.026343506,40,11.07424266,53.54713,8.52331,10.52410959,2.725205479,33.58685
langluetjen,2003,38,10.83223547,38,15.26170919,53.54713,8.52331,10.25150685,1.811232877,13.50243333
langluetjen,2004,38,10.61279965,38,13.7500748,53.54713,8.52331,10.17021858,2.369945355,14.6578
langluetjen,2005,40,10.26309421,40,7.635853498,53.54713,8.52331,10.41452055,2.108767123,13.8505
langluetjen,2006,40,5.774919523,40,9.304281415,53.54713,8.52331,10.86958904,1.99369863,12.3266
langluetjen,2007,37,7.139628966,37,10.10064039,53.54713,8.52331,10.97671233,2.523013699,6.603866667
langluetjen,2008,28,9.682500033,28,10.86198987,53.54713,8.52331,10.47786885,2.282513661,18.50645
langluetjen,2009,34,6.219338614,34,6.548354357,53.54713,8.52331,10.16931507,1.910410959,20.5987
langluetjen,2010,35,8.129780835,35,10.04603675,53.54713,8.52331,8.53369863,1.955068493,22.31575
langluetjen,2011,37,7.869524577,37,6.712283613,53.54713,8.52331,10.26,2.024383562,4.25789
langluetjen,2012,35,8.578552364,35,7.814139627,53.54713,8.52331,9.778688525,1.992076503,2.7079
langluetjen,2013,31,5.515580997,31,5.946674443,53.54713,8.52331,9.405205479,2.022465753,4.7605
langluetjen,2014,30,3.958071015,30,5.320881203,53.54713,8.52331,11.26520548,1.857534247,6.7289
leybucht,1989,51,8.885355195,51,9.969906049,53.52555,7.06468,10.20082192,2.544109589,NA
leybucht,1990,58,8.81852113,58,10.36022451,53.52555,7.06468,8.957260274,1.89890411,NA
leybucht,1991,57,5.304653798,57,6.349374747,53.52555,7.06468,9.98852459,2.21420765,NA
leybucht,1992,56,6.898533953,56,8.322956773,53.52555,7.06468,8.706575342,2.484109589,NA
leybucht,1993,76,9.363681127,76,12.3204526,53.52555,7.06468,9.822739726,2.852328767,NA
leybucht,1994,69,8.489788622,69,9.826793718,53.52555,7.06468,9.481369863,2.251506849,NA
leybucht,1995,68,7.691864568,68,9.55355955,53.52555,7.06468,7.665300546,1.640983607,NA
leybucht,1996,68,8.396943526,68,11.0116409,53.52555,7.06468,9.490410959,1.910958904,NA
leybucht,1997,71,7.924925715,71,9.398983188,53.52555,7.06468,9.573972603,3.238630137,NA
leybucht,1998,76,6.21057144,76,7.758921251,53.52555,7.06468,11.34572368,2.368219178,NA
leybucht,1999,85,4.876063482,85,10.20658182,53.52555,7.06468,11.38729282,1.989617486,NA
leybucht,2000,79,7.282848659,79,11.17312455,53.52555,7.06468,9.47867036,3.090136986,NA
leybucht,2001,90,6.715774769,90,9.32307683,53.52555,7.06468,10.05150685,2.984657534,NA
leybucht,2002,4,1.071974321,4,1.164484851,53.52555,7.06468,9.656712329,2.084109589,NA
leybucht,2004,93,6.015867125,93,7.853952703,53.52555,7.06468,9.78715847,2.642896175,NA
leybucht,2005,60,5.197080861,60,6.646117291,53.52555,7.06468,9.88,2.165205479,NA
leybucht,2007,18,2.423767583,18,2.529243137,53.52555,7.06468,10.69643836,2.807123288,23.86575
leybucht,2008,17,1.466628046,17,3.483010912,53.52555,7.06468,10.14754098,2.650546448,15.6949
leybucht,2009,88,7.011144438,88,10.34479136,53.52555,7.06468,9.803561644,2.45890411,17.6565
leybucht,2010,75,4.791630096,75,6.504374871,53.52555,7.06468,9.918406593,2.74109589,12.6306
leybucht,2011,78,5.260269314,78,6.272930183,53.52555,7.06468,9.080924855,2.498087432,9.72047
leybucht,2012,72,4.597161871,72,6.207344126,53.52555,7.06468,9.002191781,2.355616438,6.46535
leybucht,2013,73,5.103833874,73,6.764158643,53.52555,7.06468,10.75424658,2.161369863,12.87625
leybucht,2014,67,5.763642423,67,5.913507692,53.52555,7.06468,9.997808219,2.544931507,9.0197
leybucht,2015,88,5.130359683,88,6.771407198,53.52555,7.06468,9.803551913,2.113934426,12.5341
mellum,2011,60,7.685187181,60,9.40363677,53.7216,8.15202,NA,2.578630137,1.2425
mellum,2012,70,5.337745167,70,5.80853081,53.7216,8.15202,NA,2.23442623,3.5566
mellum,2014,70,8.185931361,70,10.2304849,53.7216,8.15202,NA,1.914794521,136.1766
minsener_oog,2007,64,5.940370322,64,8.134313882,53.75257,8.01525,NA,2.444657534,0.2263
minsener_oog,2008,61,5.777291186,61,8.420935399,53.75257,8.01525,NA,2.493442623,0.2516
minsener_oog,2010,59,4.923751768,59,7.079163825,53.75257,8.01525,NA,2.270958904,0.1485
minsener_oog,2011,55,6.414364621,55,9.175426142,53.75257,8.01525,NA,2.578630137,1.0646
minsener_oog,2012,58,6.956979231,58,6.08206627,53.75257,8.01525,NA,2.23442623,0.957
minsener_oog,2014,50,6.052363678,50,5.400321603,53.75257,8.01525,NA,1.914794521,0.7721
minsener_oog,2015,64,6.365106059,64,5.350585027,53.75257,8.01525,NA,2.414794521,1.1238
norderney,1980,31,3.881349951,31,4.006432354,53.72005,7.25419,8.636338798,2.27568306,164.5338
norderney,1981,24,3.261267439,24,3.36996852,53.72005,7.25419,8.964931507,2.530410959,186.5799
norderney,1982,29,4.996533935,29,7.372367247,53.72005,7.25419,9.323561644,1.773424658,142.821825
norderney,1983,45,5.33777588,45,6.218086966,53.72005,7.25419,9.765753425,2.076438356,343.62605
norderney,1984,33,5.159482239,33,6.056260367,53.72005,7.25419,8.795901639,2.017759563,412.7301
norderney,1985,25,3.802662244,25,4.308037191,53.72005,7.25419,8.133424658,1.965479452,139.507625
norderney,1986,34,5.606317769,34,8.295035103,53.72005,7.25419,8.72739726,2.126849315,33.31075833
norderney,1988,31,6.604891615,31,7.570357577,53.72005,7.25419,9.92704918,2.783606557,107.3387636
norderney,1989,34,7.07455844,34,8.694300371,53.72005,7.25419,10.35479452,1.575890411,90.18974615
norderney,1990,36,5.943871622,36,6.695162353,53.72005,7.25419,10.55972603,2.096164384,75.7738875
norderney,1991,32,5.78346056,32,6.560759891,53.72005,7.25419,9.297534247,1.544657534,74.8238
norderney,1992,49,4.699878678,49,7.007679608,53.72005,7.25419,10.26338798,2.08989071,51.62707143
norderney,1993,62,7.04063606,62,12.29932206,53.72005,7.25419,8.881643836,2.104931507,63.92757692
norderney,1994,68,8.046609677,68,12.57839323,53.72005,7.25419,9.970410959,2.436986301,45.77475
norderney,1995,65,8.393226556,65,13.46609161,53.72005,7.25419,9.604657534,2.265205479,48.30448667
norderney,1996,67,8.002993588,67,11.45464431,53.72005,7.25419,7.820218579,1.401092896,35.45025294
norderney,1997,69,6.315622438,69,10.82768648,53.72005,7.25419,9.581917808,1.376438356,41.91592667
norderney,1998,73,7.51064753,73,13.60432566,53.72005,7.25419,9.685205479,2.567945205,63.29719286
norderney,1999,74,7.410351454,74,13.28760665,53.72005,7.25419,10.5139726,2.003835616,85.96826111
norderney,2000,78,8.035064556,78,13.70764866,53.72005,7.25419,10.25027322,1.760928962,104.37375
norderney,2001,77,8.689002503,77,17.45637578,53.72005,7.25419,9.888219178,2.529315068,132.4044778
norderney,2002,93,7.930957781,93,12.91792293,53.72005,7.25419,10.37369863,2.33369863,76.34808333
norderney,2003,95,8.48098455,95,14.05460142,53.72005,7.25419,9.936712329,1.64,55.29090588
norderney,2004,86,8.295414632,86,13.63228005,53.72005,7.25419,10.04043716,2.324590164,45.6497
norderney,2005,76,8.051638856,76,13.40593666,53.72005,7.25419,10.15616438,1.799452055,63.75818
norderney,2006,77,8.114297608,77,13.50943162,53.72005,7.25419,10.67342466,2.023561644,64.08100844
norderney,2007,67,7.134560515,67,9.752102768,53.72005,7.25419,10.99287671,2.236164384,83.37644444
norderney,2008,67,8.126459598,67,12.15412218,53.72005,7.25419,10.38387978,2.459289617,67.4171
norderney,2009,84,8.730359536,84,14.19950988,53.72005,7.25419,10.02136986,1.791506849,55.25968444
norderney,2010,78,10.10721891,78,7.952631709,53.72005,7.25419,8.497808219,2.052054795,45.24108889
norderney,2011,69,9.040517799,69,13.00806006,53.72005,7.25419,10.03726027,2.184109589,46.8609125
norderney,2012,68,10.45118378,68,10.02862023,53.72005,7.25419,9.738251366,2.428415301,41.56946667
norderney,2013,67,7.586263432,67,14.08768795,53.72005,7.25419,9.277260274,1.914246575,41.2598875
norderney,2014,68,8.18896568,68,7.951919203,53.72005,7.25419,11.18849315,1.722465753,54.98292222
norderney,2015,82,9.580461346,82,14.64842532,53.72005,7.25419,10.54246575,2.185205479,71.79604556
norderney,2016,63,8.497277752,63,9.904161153,53.72005,7.25419,10.42213115,1.863114754,84.26324444
pilsum_manslagt,1989,31,3.651214329,31,2.954117824,53.48254,7.02771,10.26630137,1.863561644,NA
pilsum_manslagt,1990,39,9.335049437,39,12.74608379,53.48254,7.02771,10.57534247,2.075068493,NA
pilsum_manslagt,1991,25,7.649864312,25,8.44554662,53.48254,7.02771,9.261917808,1.629589041,NA
pilsum_manslagt,1992,33,8.309078324,33,12.83796436,53.48254,7.02771,10.15846995,2.048360656,NA
pilsum_manslagt,1993,41,7.525986052,41,10.2925316,53.48254,7.02771,8.799726027,2.432876712,NA
pilsum_manslagt,1994,35,8.132906926,35,11.00803219,53.48254,7.02771,9.865205479,2.550684932,NA
pilsum_manslagt,1995,21,6.273710802,21,8.680400846,53.48254,7.02771,9.490410959,2.447671233,NA
pilsum_manslagt,1996,27,7.417084949,27,8.221776972,53.48254,7.02771,7.698087432,1.551092896,NA
pilsum_manslagt,1997,24,6.646419415,24,5.122457737,53.48254,7.02771,9.351506849,1.750684932,NA
pilsum_manslagt,1998,18,5.890646306,18,2.307506336,53.48254,7.02771,9.408767123,2.925205479,NA
pilsum_manslagt,1999,18,2.796592623,18,6.423059148,53.48254,7.02771,10.01479452,1.969589041,NA
pilsum_manslagt,2000,26,4.360972569,26,8.506673062,53.48254,7.02771,10.06830601,2.213114754,NA
pilsum_manslagt,2001,27,4.754071043,27,5.826739478,53.48254,7.02771,9.475342466,2.700821918,NA
pilsum_manslagt,2002,24,5.552621546,24,7.92344466,53.48254,7.02771,10.07616438,2.227671233,NA
pilsum_manslagt,2003,21,4.205088773,21,3.134088172,53.48254,7.02771,9.617534247,1.933150685,NA
pilsum_manslagt,2005,18,3.808344377,18,4.266484361,53.48254,7.02771,9.967671233,2.033424658,7.7566
pilsum_manslagt,2008,17,3.13566256,17,3.187768837,53.48254,7.02771,9.994808743,2.425136612,10.39035
pilsum_manslagt,2009,1,1.001652891,1,1.003305776,53.48254,7.02771,9.71369863,2.09260274,9.917655
pilsum_manslagt,2011,1,1.004444422,1,1.004444422,53.48254,7.02771,9.863835616,1.999178082,5.9212
pilsum_manslagt,2014,20,5.650764858,20,6.695962526,53.48254,7.02771,11.00849315,1.942465753,3.7735
pilsum_manslagt,2015,28,4.058658191,28,4.472474604,53.48254,7.02771,10.22958904,2.361917808,9.91655
rysumer_nacken,2006,23,3.843759882,23,4.436518722,53.39378,7.00923,10.44054795,2.006027397,1.47473
rysumer_nacken,2007,9,3.535690509,9,3.535690509,53.39378,7.00923,10.45123288,2.615890411,0.4603
rysumer_nacken,2008,16,5.849963936,16,4.778345301,53.39378,7.00923,9.994808743,2.425136612,0.1392
rysumer_nacken,2010,2,2.194029851,2,2.031746032,53.39378,7.00923,8.090684932,2.260547945,3.3763
spieka,2010,14,4.820577125,14,4.424460197,53.8127,8.56423,8.341643836,2.341917808,20.774
spieka,2011,32,8.921369955,32,2.934479001,53.8127,8.56423,9.997808219,2.361643836,8.9697
spiekeroog,2007,74,5.405582622,74,7.346681555,53.76387,7.76623,NA,2.444657534,80.7357
spiekeroog,2009,68,5.215782733,68,6.058179122,53.76387,7.76623,NA,2.146027397,4.5127
spiekeroog,2010,71,8.066002751,71,10.16279045,53.76387,7.76623,NA,2.270958904,11.3401
spiekeroog,2011,84,6.376163032,84,9.659802741,53.76387,7.76623,NA,2.578630137,17.91299
spiekeroog,2012,75,5.644382913,75,7.378508146,53.76387,7.76623,NA,2.23442623,20.0881
spiekeroog,2013,84,6.733903611,84,8.523308483,53.76387,7.76623,NA,2.176164384,12.6767
spiekeroog,2014,77,6.486007681,77,8.039685428,53.76387,7.76623,NA,1.914794521,18.3193
spiekeroog,2015,74,5.818851705,74,6.843604985,53.76387,7.76623,NA,2.414794521,6.85
spiekeroog,2016,57,3.709222328,57,4.216512536,53.76387,7.76623,NA,1.965027322,129.85946
